Timestamp,Open,High,Low,Close,Volume,Symbol
1556236800000,4.9e-07,1.99e-06,4.9e-07,1.03e-06,4190771500.0,MATIC/BTC
1556323200000,1.03e-06,1.11e-06,9.7e-07,9.9e-07,1152744004.0,MATIC/BTC
1556409600000,9.9e-07,9.9e-07,8.2e-07,8.4e-07,1072835379.0,MATIC/BTC
1556496000000,8.3e-07,8.5e-07,6.5e-07,6.6e-07,1387656070.0,MATIC/BTC
1556582400000,6.6e-07,9.6e-07,6.5e-07,8.4e-07,3851019945.0,MATIC/BTC
1556668800000,8.3e-07,8.7e-07,7.5e-07,8.1e-07,1476259823.0,MATIC/BTC
1556755200000,8.1e-07,8.8e-07,7.4e-07,7.6e-07,941946868.0,MATIC/BTC
1556841600000,7.6e-07,7.7e-07,6.8e-07,7.4e-07,837845733.0,MATIC/BTC
1556928000000,7.4e-07,7.4e-07,6.6e-07,6.8e-07,396459923.0,MATIC/BTC
1557014400000,6.8e-07,7.1e-07,6.2e-07,6.4e-07,510549197.0,MATIC/BTC
1557100800000,6.5e-07,6.9e-07,6.2e-07,6.6e-07,766203218.0,MATIC/BTC
1557187200000,6.6e-07,6.6e-07,5.7e-07,5.8e-07,650215137.0,MATIC/BTC
1557273600000,5.8e-07,5.9e-07,5.5e-07,5.6e-07,397122183.0,MATIC/BTC
1557360000000,5.6e-07,5.7e-07,4.9e-07,5.1e-07,901572470.0,MATIC/BTC
1557446400000,5.1e-07,6.1e-07,4.9e-07,5.9e-07,1662248778.0,MATIC/BTC
1557532800000,6e-07,7.3e-07,5.6e-07,6.5e-07,1915093175.0,MATIC/BTC
1557619200000,6.5e-07,8e-07,6.3e-07,7.6e-07,1976622931.0,MATIC/BTC
1557705600000,7.7e-07,1.19e-06,7.4e-07,1.11e-06,6255185998.0,MATIC/BTC
1557792000000,1.1e-06,1.37e-06,9.1e-07,9.7e-07,6005272188.0,MATIC/BTC
1557878400000,9.8e-07,1.27e-06,8.9e-07,1.17e-06,3309613311.0,MATIC/BTC
1557964800000,1.17e-06,1.54e-06,1.03e-06,1.38e-06,3398240224.0,MATIC/BTC
1558051200000,1.38e-06,2.1e-06,1.27e-06,1.97e-06,7683452487.0,MATIC/BTC
1558137600000,1.97e-06,2.02e-06,1.61e-06,1.71e-06,2293840290.0,MATIC/BTC
1558224000000,1.7e-06,2.54e-06,1.67e-06,2.48e-06,4523078530.0,MATIC/BTC
1558310400000,2.47e-06,4.34e-06,2.35e-06,3.7e-06,9292347015.0,MATIC/BTC
1558396800000,3.7e-06,5.73e-06,3.03e-06,3.74e-06,11351457809.0,MATIC/BTC
1558483200000,3.74e-06,3.97e-06,2.57e-06,2.9e-06,6064491081.0,MATIC/BTC
1558569600000,2.9e-06,4.47e-06,2.85e-06,3.48e-06,7909941433.0,MATIC/BTC
1558656000000,3.48e-06,3.7e-06,2.79e-06,3.18e-06,3060407904.0,MATIC/BTC
1558742400000,3.18e-06,3.53e-06,2.87e-06,3.09e-06,3216533548.0,MATIC/BTC
1558828800000,3.09e-06,3.43e-06,2.66e-06,2.81e-06,2040573432.0,MATIC/BTC
1558915200000,2.8e-06,2.85e-06,2.36e-06,2.55e-06,2016779889.0,MATIC/BTC
1559001600000,2.55e-06,2.95e-06,2.38e-06,2.72e-06,1983748236.0,MATIC/BTC
1559088000000,2.73e-06,2.87e-06,2.54e-06,2.56e-06,1189815155.0,MATIC/BTC
1559174400000,2.56e-06,2.68e-06,2.26e-06,2.39e-06,1154216020.0,MATIC/BTC
1559260800000,2.39e-06,2.74e-06,2.33e-06,2.59e-06,1282682159.0,MATIC/BTC
1559347200000,2.59e-06,2.68e-06,2.41e-06,2.46e-06,1312357361.0,MATIC/BTC
1559433600000,2.47e-06,2.56e-06,2.23e-06,2.31e-06,852021363.0,MATIC/BTC
1559520000000,2.31e-06,2.48e-06,2.23e-06,2.35e-06,829456036.0,MATIC/BTC
1559606400000,2.35e-06,2.86e-06,2.28e-06,2.78e-06,1951128707.0,MATIC/BTC
