Timestamp,Open,High,Low,Close,Volume,Symbol
1560211200000,4e-06,5.62e-06,3.9e-06,4.1e-06,2013416465.0,FTM/BTC
1560297600000,4.1e-06,4.25e-06,3.84e-06,3.96e-06,569091984.0,FTM/BTC
1560384000000,3.97e-06,4.44e-06,3.55e-06,3.68e-06,637065037.0,FTM/BTC
1560470400000,3.67e-06,3.79e-06,3.01e-06,3.16e-06,563780487.0,FTM/BTC
1560556800000,3.15e-06,3.49e-06,2.91e-06,3.05e-06,346343533.0,FTM/BTC
1560643200000,3.04e-06,3.1e-06,2.78e-06,2.99e-06,229769800.0,FTM/BTC
1560729600000,2.99e-06,3.18e-06,2.78e-06,2.87e-06,578072979.0,FTM/BTC
1560816000000,2.87e-06,3.09e-06,2.8e-06,3e-06,177814970.0,FTM/BTC
1560902400000,3.01e-06,3.29e-06,2.99e-06,3.01e-06,282004698.0,FTM/BTC
1560988800000,3.01e-06,3.07e-06,2.64e-06,2.77e-06,207169744.0,FTM/BTC
1561075200000,2.77e-06,2.77e-06,2.33e-06,2.34e-06,178769429.0,FTM/BTC
1561161600000,2.34e-06,2.41e-06,2.07e-06,2.2e-06,235167231.0,FTM/BTC
1561248000000,2.21e-06,2.35e-06,1.96e-06,2.11e-06,183562916.0,FTM/BTC
1561334400000,2.11e-06,2.19e-06,2.03e-06,2.08e-06,89382187.0,FTM/BTC
1561420800000,2.08e-06,2.08e-06,1.82e-06,1.82e-06,130397296.0,FTM/BTC
1561507200000,1.83e-06,1.9e-06,1.53e-06,1.7e-06,188186222.0,FTM/BTC
1561593600000,1.71e-06,2.19e-06,1.6e-06,2.01e-06,356467382.0,FTM/BTC
1561680000000,2.02e-06,2.15e-06,1.88e-06,2.01e-06,168115431.0,FTM/BTC
1561766400000,2e-06,2.5e-06,1.96e-06,2.22e-06,394465980.0,FTM/BTC
1561852800000,2.22e-06,2.49e-06,2.2e-06,2.39e-06,208865410.0,FTM/BTC
1561939200000,2.39e-06,2.7e-06,2.3e-06,2.41e-06,260307102.0,FTM/BTC
1562025600000,2.41e-06,2.53e-06,2.15e-06,2.3e-06,265760225.0,FTM/BTC
1562112000000,2.32e-06,2.94e-06,2.23e-06,2.54e-06,715308048.0,FTM/BTC
1562198400000,2.54e-06,2.77e-06,2.21e-06,2.45e-06,359504108.0,FTM/BTC
1562284800000,2.45e-06,2.69e-06,2.34e-06,2.51e-06,184242075.0,FTM/BTC
1562371200000,2.51e-06,2.51e-06,2.24e-06,2.3e-06,123394970.0,FTM/BTC
1562457600000,2.3e-06,2.4e-06,2.17e-06,2.19e-06,78270934.0,FTM/BTC
1562544000000,2.19e-06,2.22e-06,1.85e-06,1.89e-06,168232153.0,FTM/BTC
1562630400000,1.89e-06,2.15e-06,1.77e-06,1.93e-06,222540224.0,FTM/BTC
1562716800000,1.93e-06,2.12e-06,1.75e-06,1.98e-06,210068264.0,FTM/BTC
1562803200000,1.98e-06,2.25e-06,1.94e-06,2.16e-06,193308870.0,FTM/BTC
1562889600000,2.16e-06,2.37e-06,2.02e-06,2.11e-06,221650757.0,FTM/BTC
1562976000000,2.11e-06,2.37e-06,2.1e-06,2.19e-06,123206305.0,FTM/BTC
1563062400000,2.19e-06,2.28e-06,2.04e-06,2.12e-06,70580265.0,FTM/BTC
1563148800000,2.12e-06,2.14e-06,1.9e-06,2.03e-06,110078705.0,FTM/BTC
1563235200000,2.03e-06,2.09e-06,1.85e-06,1.93e-06,66711090.0,FTM/BTC
1563321600000,1.92e-06,2.24e-06,1.87e-06,2.11e-06,161268485.0,FTM/BTC
1563408000000,2.11e-06,2.2e-06,1.94e-06,1.98e-06,129796908.0,FTM/BTC
1563494400000,1.98e-06,2.05e-06,1.93e-06,1.99e-06,51007595.0,FTM/BTC
1563580800000,1.99e-06,2.07e-06,1.9e-06,1.99e-06,79322936.0,FTM/BTC
1563667200000,1.99e-06,2.01e-06,1.93e-06,1.95e-06,29793246.0,FTM/BTC
1563753600000,1.95e-06,2.16e-06,1.94e-06,2.11e-06,93741896.0,FTM/BTC
1563840000000,2.11e-06,2.18e-06,1.95e-06,2.06e-06,98575200.0,FTM/BTC
1563926400000,2.06e-06,2.3e-06,2.03e-06,2.26e-06,107486481.0,FTM/BTC
1564012800000,2.26e-06,2.39e-06,2.2e-06,2.31e-06,140565497.0,FTM/BTC
1564099200000,2.3e-06,2.53e-06,2.25e-06,2.42e-06,91932182.0,FTM/BTC
1564185600000,2.42e-06,2.67e-06,2.35e-06,2.62e-06,174603875.0,FTM/BTC
1564272000000,2.62e-06,2.71e-06,2.42e-06,2.67e-06,270127636.0,FTM/BTC
1564358400000,2.67e-06,2.77e-06,2.57e-06,2.58e-06,149012471.0,FTM/BTC
1564444800000,2.57e-06,2.6e-06,2.31e-06,2.35e-06,136113251.0,FTM/BTC
1564531200000,2.35e-06,2.47e-06,2.26e-06,2.27e-06,98836157.0,FTM/BTC
1564617600000,2.27e-06,2.31e-06,2.06e-06,2.09e-06,72868620.0,FTM/BTC
1564704000000,2.09e-06,2.31e-06,2.05e-06,2.21e-06,95323741.0,FTM/BTC
1564790400000,2.2e-06,2.22e-06,1.98e-06,2.03e-06,79222722.0,FTM/BTC
1564876800000,2.03e-06,2.12e-06,1.94e-06,1.98e-06,48181399.0,FTM/BTC
1564963200000,1.98e-06,1.98e-06,1.81e-06,1.83e-06,92722898.0,FTM/BTC
1565049600000,1.84e-06,2.05e-06,1.77e-06,1.93e-06,160690145.0,FTM/BTC
1565136000000,1.94e-06,2.02e-06,1.8e-06,1.83e-06,108920868.0,FTM/BTC
1565222400000,1.84e-06,1.86e-06,1.64e-06,1.65e-06,106283366.0,FTM/BTC
1565308800000,1.65e-06,1.69e-06,1.41e-06,1.45e-06,110555762.0,FTM/BTC
1565395200000,1.45e-06,1.65e-06,1.43e-06,1.58e-06,73266724.0,FTM/BTC
1565481600000,1.58e-06,1.7e-06,1.53e-06,1.58e-06,86202737.0,FTM/BTC
1565568000000,1.57e-06,1.73e-06,1.56e-06,1.71e-06,73071620.0,FTM/BTC
1565654400000,1.7e-06,1.74e-06,1.63e-06,1.67e-06,59063816.0,FTM/BTC
1565740800000,1.67e-06,1.71e-06,1.51e-06,1.53e-06,104412425.0,FTM/BTC
1565827200000,1.53e-06,1.57e-06,1.47e-06,1.48e-06,55893603.0,FTM/BTC
1565913600000,1.49e-06,1.59e-06,1.43e-06,1.46e-06,73956579.0,FTM/BTC
1566000000000,1.47e-06,1.52e-06,1.46e-06,1.48e-06,38450754.0,FTM/BTC
1566086400000,1.48e-06,1.59e-06,1.47e-06,1.55e-06,67317362.0,FTM/BTC
1566172800000,1.55e-06,1.58e-06,1.42e-06,1.43e-06,65978244.0,FTM/BTC
